PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070760	1473278274511	1473278274655	 	32
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070765	1473278274607	1473278274759	m	77
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070773	1473278274735	1473278274903	i	73
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070780	1473278274839	1473278275032	n	78
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070814	1473278274959	1473278275095	i	73
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070818	1473278275111	1473278275231	s	83
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070824	1473278275183	1473278275295	t	84
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070830	1473278275383	1473278275511	e	69
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070838	1473278275455	1473278275576	r	82
100341	1094751	Sun Jiazheng, 50, takes over as radio, film and television minister.	Sun Jiazheng, 50, takes over as radio, film and television minister.	52070845	1473278275679	1473278275823	.	190
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071065	1473278277535	1473278277823	SHIFT	16
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071067	1473278277727	1473278277824	H	74
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071071	1473278278167	1473278278280	BKSP	8
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071075	1473278278343	1473278278471	BKSP	8
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071082	1473278278439	1473278278671	SHIFT	16
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071085	1473278278607	1473278278695	J	74
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071092	1473278278807	1473278278911	o	79
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071096	1473278278951	1473278279063	p	80
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071146	1473278279065	1473278279207	e	69
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071149	1473278279159	1473278279311	 	32
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071154	1473278279455	1473278279559	t	84
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071158	1473278279543	1473278279655	h	72
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071163	1473278279679	1473278279831	a	65
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071216	1473278279807	1473278279975	t	84
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071223	1473278279919	1473278280128	 	32
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071234	1473278280151	1473278280263	y	89
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071239	1473278280279	1473278280455	o	79
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071246	1473278280351	1473278280479	u	85
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071252	1473278280487	1473278280599	 	32
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071264	1473278280647	1473278280751	h	72
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071268	1473278280711	1473278280847	a	65
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071276	1473278280863	1473278281015	v	86
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071285	1473278280935	1473278281087	e	69
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071380	1473278281039	1473278281175	 	32
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071385	1473278281215	1473278281335	a	65
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071389	1473278281319	1473278281455	 	32
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071393	1473278281487	1473278281591	t	84
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071400	1473278281959	1473278282087	BKSP	8
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071406	1473278282055	1473278282151	g	71
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071418	1473278282263	1473278282431	r	82
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071464	1473278282432	1473278282575	e	69
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071467	1473278282688	1473278282832	a	65
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071472	1473278282832	1473278283008	t	84
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071478	1473278282960	1473278283104	 	32
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071482	1473278283184	1473278283280	t	84
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071584	1473278283552	1473278283680	BKSP	8
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071597	1473278283576	1473278284080	SHIFT	16
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071586	1473278283696	1473278283808	T	84
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071591	1473278283920	1473278284048	G	71
100341	1094774	Hope that you have a great TG.	Jope that you have a great TG.	52071604	1473278284552	1473278284664	.	190
100341	1094791	If not can I call you?	If not can I call you?	52071842	1473278286864	1473278287015	i	73
100341	1094791	If not can I call you?	If not can I call you?	52071844	1473278287544	1473278287663	BKSP	8
100341	1094791	If not can I call you?	If not can I call you?	52071852	1473278287639	1473278287887	SHIFT	16
100341	1094791	If not can I call you?	If not can I call you?	52071848	1473278287776	1473278287879	I	73
100341	1094791	If not can I call you?	If not can I call you?	52071856	1473278287951	1473278288072	f	70
100341	1094791	If not can I call you?	If not can I call you?	52071860	1473278288127	1473278288247	 	32
100341	1094791	If not can I call you?	If not can I call you?	52071864	1473278288312	1473278288503	n	78
100341	1094791	If not can I call you?	If not can I call you?	52071888	1473278288432	1473278288575	o	79
100341	1094791	If not can I call you?	If not can I call you?	52071891	1473278288528	1473278288711	t	84
100341	1094791	If not can I call you?	If not can I call you?	52071896	1473278288663	1473278288823	 	32
100341	1094791	If not can I call you?	If not can I call you?	52071902	1473278288903	1473278289087	c	67
100341	1094791	If not can I call you?	If not can I call you?	52071905	1473278289015	1473278289143	a	65
100341	1094791	If not can I call you?	If not can I call you?	52071910	1473278289207	1473278289319	n	78
100341	1094791	If not can I call you?	If not can I call you?	52071965	1473278289351	1473278289463	 	32
100341	1094791	If not can I call you?	If not can I call you?	52071970	1473278289551	1473278289743	SHIFT	16
100341	1094791	If not can I call you?	If not can I call you?	52071973	1473278289671	1473278289776	I	73
100341	1094791	If not can I call you?	If not can I call you?	52071977	1473278289776	1473278289903	 	32
100341	1094791	If not can I call you?	If not can I call you?	52071981	1473278289967	1473278290103	c	67
100341	1094791	If not can I call you?	If not can I call you?	52072009	1473278290047	1473278290159	a	65
100341	1094791	If not can I call you?	If not can I call you?	52072014	1473278290207	1473278290303	l	76
100341	1094791	If not can I call you?	If not can I call you?	52072021	1473278290391	1473278290503	l	76
100341	1094791	If not can I call you?	If not can I call you?	52072026	1473278290439	1473278290543	 	32
100341	1094791	If not can I call you?	If not can I call you?	52072033	1473278290623	1473278290743	y	89
100341	1094791	If not can I call you?	If not can I call you?	52072140	1473278290687	1473278290863	o	79
100341	1094791	If not can I call you?	If not can I call you?	52072146	1473278290783	1473278290895	u	85
100341	1094791	If not can I call you?	If not can I call you?	52072165	1473278291039	1473278291327	SHIFT	16
100341	1094791	If not can I call you?	If not can I call you?	52072157	1473278291135	1473278291247	>	190
100341	1094791	If not can I call you?	If not can I call you?	52072172	1473278291659	1473278291784	BKSP	8
100341	1094791	If not can I call you?	If not can I call you?	52072196	1473278291911	1473278292191	SHIFT	16
100341	1094791	If not can I call you?	If not can I call you?	52072184	1473278292047	1473278292167	?	191
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072444	1473278294352	1473278294608	SHIFT	16
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072447	1473278294479	1473278294608	I	73
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072453	1473278295047	1473278295127	'	222
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072459	1473278295911	1473278296007	m	77
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072464	1473278296055	1473278296175	 	32
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072477	1473278296167	1473278296343	n	78
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072479	1473278296259	1473278296387	o	79
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072480	1473278296351	1473278296523	t	84
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072481	1473278296451	1473278296599	 	32
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072482	1473278296599	1473278296799	p	80
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072513	1473278296719	1473278296871	l	76
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072518	1473278296879	1473278296991	a	65
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072521	1473278296999	1473278297103	n	78
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072527	1473278297199	1473278297295	n	78
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072532	1473278297255	1473278297447	i	73
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072660	1473278297391	1473278297515	n	78
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072663	1473278297591	1473278297723	 	32
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072664	1473278298003	1473278298123	BKSP	8
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072665	1473278298183	1473278298295	BKSP	8
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072667	1473278298247	1473278298403	g	71
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072670	1473278298347	1473278298487	 	32
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072673	1473278298687	1473278298803	BKSP	8
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072677	1473278298859	1473278298979	BKSP	8
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072683	1473278299063	1473278299171	n	78
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072721	1473278299151	1473278299319	g	71
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072723	1473278299235	1473278299403	 	32
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072724	1473278299511	1473278299655	o	79
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072726	1473278299603	1473278299723	n	78
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072728	1473278299699	1473278299835	 	32
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072732	1473278299883	1473278299987	d	68
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072753	1473278299988	1473278300148	o	79
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072759	1473278300084	1473278300268	i	73
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072763	1473278300188	1473278300344	n	78
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072769	1473278300300	1473278300444	g	71
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072822	1473278300388	1473278300548	 	32
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072826	1473278300756	1473278300859	a	65
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072832	1473278300852	1473278300987	n	78
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072838	1473278301011	1473278301092	y	89
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072844	1473278301244	1473278301300	r	82
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072939	1473278301276	1473278301396	h	72
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072944	1473278301684	1473278301788	BKSP	8
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072949	1473278301872	1473278301992	BKSP	8
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072954	1473278302352	1473278302448	t	84
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072960	1473278302471	1473278302591	h	72
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072968	1473278302552	1473278302760	i	73
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52072976	1473278302695	1473278302848	n	78
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52073015	1473278302767	1473278302935	g	71
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52073018	1473278302872	1473278303023	 	32
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52073024	1473278303103	1473278303247	t	84
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52073029	1473278303216	1473278303375	h	72
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52073034	1473278303311	1473278303464	i	73
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52073090	1473278303415	1473278303575	s	83
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52073097	1473278303503	1473278303672	 	32
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52073106	1473278303735	1473278303823	w	87
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52073112	1473278303911	1473278304007	e	69
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52073115	1473278304079	1473278304183	e	69
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52073143	1473278304167	1473278304279	k	75
100341	1094801	I'm not planning on doing anything this week.	I'm not planning on doing anything this week.	52073147	1473278304423	1473278304543	.	190
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073339	1473278306364	1473278306627	SHIFT	16
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073342	1473278306595	1473278306700	T	84
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073343	1473278306755	1473278306875	a	65
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073344	1473278306843	1473278306987	l	76
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073345	1473278306923	1473278307051	k	75
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073346	1473278307307	1473278307411	 	32
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073367	1473278307451	1473278307555	t	84
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073372	1473278307571	1473278307699	o	79
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073377	1473278307715	1473278307899	 	32
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073383	1473278307891	1473278308003	y	89
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073424	1473278307971	1473278308163	o	79
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073429	1473278308059	1473278308187	u	85
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073434	1473278308171	1473278308299	 	32
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073439	1473278308367	1473278308475	s	83
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073445	1473278308451	1473278308563	o	79
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073449	1473278308643	1473278308771	o	79
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073512	1473278308723	1473278308867	n	78
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073516	1473278309019	1473278309148	,	188
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073521	1473278309235	1473278309347	 	32
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073526	1473278309371	1473278309571	SHIFT	16
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073529	1473278309511	1473278309635	T	84
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073531	1473278309627	1473278309739	h	72
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073533	1473278309755	1473278309875	e	69
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073562	1473278309835	1473278310035	r	82
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073564	1473278309971	1473278310123	e	69
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073566	1473278310107	1473278310227	s	83
100341	1094824	Talk to you soon, Theresa.	Talk to you soon, Theresa	52073569	1473278310331	1473278310443	a	65
100341	1094833	Need before board meeting.	Need before board meeting.	52073796	1473278312347	1473278312595	SHIFT	16
100341	1094833	Need before board meeting.	Need before board meeting.	52073801	1473278312851	1473278313267	SHIFT	16
100341	1094833	Need before board meeting.	Need before board meeting.	52073805	1473278313171	1473278313267	N	78
100341	1094833	Need before board meeting.	Need before board meeting.	52073808	1473278313363	1473278313451	e	69
100341	1094833	Need before board meeting.	Need before board meeting.	52073812	1473278313523	1473278313611	e	69
100341	1094833	Need before board meeting.	Need before board meeting.	52073817	1473278313723	1473278313827	d	68
100341	1094833	Need before board meeting.	Need before board meeting.	52073859	1473278313795	1473278313931	 	32
100341	1094833	Need before board meeting.	Need before board meeting.	52073864	1473278313979	1473278314051	b	66
100341	1094833	Need before board meeting.	Need before board meeting.	52073870	1473278314139	1473278314259	e	69
100341	1094833	Need before board meeting.	Need before board meeting.	52073875	1473278314339	1473278314443	f	70
100341	1094833	Need before board meeting.	Need before board meeting.	52073882	1473278314499	1473278314635	o	79
100341	1094833	Need before board meeting.	Need before board meeting.	52073928	1473278314619	1473278314811	r	82
100341	1094833	Need before board meeting.	Need before board meeting.	52073935	1473278314723	1473278314859	e	69
100341	1094833	Need before board meeting.	Need before board meeting.	52073942	1473278314819	1473278314947	 	32
100341	1094833	Need before board meeting.	Need before board meeting.	52073949	1473278315034	1473278315147	b	66
100341	1094833	Need before board meeting.	Need before board meeting.	52073953	1473278315154	1473278315259	o	79
100341	1094833	Need before board meeting.	Need before board meeting.	52073955	1473278315283	1473278315435	a	65
100341	1094833	Need before board meeting.	Need before board meeting.	52074012	1473278315395	1473278315491	r	82
100341	1094833	Need before board meeting.	Need before board meeting.	52074016	1473278315555	1473278315683	d	68
100341	1094833	Need before board meeting.	Need before board meeting.	52074023	1473278315635	1473278315811	 	32
100341	1094833	Need before board meeting.	Need before board meeting.	52074031	1473278315771	1473278315939	m	77
100341	1094833	Need before board meeting.	Need before board meeting.	52074040	1473278315907	1473278315995	e	69
100341	1094833	Need before board meeting.	Need before board meeting.	52074043	1473278316563	1473278316659	e	69
100341	1094833	Need before board meeting.	Need before board meeting.	52074067	1473278316723	1473278316835	t	84
100341	1094833	Need before board meeting.	Need before board meeting.	52074071	1473278316858	1473278317027	i	73
100341	1094833	Need before board meeting.	Need before board meeting.	52074077	1473278316963	1473278317115	n	78
100341	1094833	Need before board meeting.	Need before board meeting.	52074080	1473278317034	1473278317170	g	71
100341	1094833	Need before board meeting.	Need before board meeting.	52074083	1473278317251	1473278317387	.	190
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074209	1473278319068	1473278319291	SHIFT	16
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074212	1473278319219	1473278319339	S	83
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074216	1473278319324	1473278319443	h	72
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074219	1473278319483	1473278319579	e	69
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074222	1473278319564	1473278319715	 	32
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074225	1473278319731	1473278319836	a	65
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074322	1473278319780	1473278319883	h	72
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074325	1473278319947	1473278320043	s	83
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074329	1473278320443	1473278320555	BKSP	8
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074331	1473278320628	1473278320731	BKSP	8
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074333	1473278320787	1473278320883	BKSP	8
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074336	1473278320995	1473278321099	h	72
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074341	1473278321051	1473278321147	a	65
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074346	1473278321259	1473278321395	s	83
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074351	1473278321403	1473278321547	 	32
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074370	1473278321612	1473278321739	a	65
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074372	1473278321803	1473278321923	b	66
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074375	1473278321995	1473278322107	s	83
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074378	1473278322115	1473278322252	o	79
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074381	1473278322403	1473278322515	l	76
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074408	1473278322587	1473278322699	u	85
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074411	1473278322731	1473278322851	t	84
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074416	1473278322892	1473278322987	e	69
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074419	1473278323043	1473278323195	l	76
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074493	1473278323187	1473278323307	y	89
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074496	1473278323395	1473278323499	 	32
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074502	1473278323643	1473278323747	a	65
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074505	1473278323964	1473278324099	BKSP	8
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074510	1473278323987	1473278324171	e	69
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074516	1473278324131	1473278324255	v	86
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074520	1473278324267	1473278324451	e	69
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074559	1473278324395	1473278324515	r	82
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074561	1473278324639	1473278324747	y	89
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074564	1473278324831	1473278324923	t	84
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074569	1473278324931	1473278325051	h	72
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074575	1473278325011	1473278325219	i	73
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074587	1473278325167	1473278325315	n	78
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074591	1473278325259	1473278325379	g	71
100341	1094845	She has absolutely everything.	She has absolutely everything.	52074595	1473278325431	1473278325559	.	190
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074766	1473278327319	1473278327563	SHIFT	16
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074768	1473278327483	1473278327599	C	67
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074773	1473278327599	1473278327747	o	79
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074776	1473278327683	1473278327803	n	78
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074781	1473278327775	1473278327903	f	70
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074784	1473278327939	1473278328059	i	73
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074861	1473278328143	1473278328199	r	82
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074863	1473278328567	1473278328663	BKSP	8
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074866	1473278328927	1473278329055	r	82
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074871	1473278329063	1473278329207	m	77
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074875	1473278329175	1473278329279	e	69
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074877	1473278329383	1473278329519	d	68
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074919	1473278329535	1473278329687	 	32
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074921	1473278330135	1473278330239	w	87
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074924	1473278330223	1473278330335	i	73
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074928	1473278330351	1473278330455	t	84
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074935	1473278330455	1473278330559	h	72
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074975	1473278330551	1473278330711	 	32
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074977	1473278330663	1473278330815	SHIFT	16
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074981	1473278330735	1473278330847	M	77
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074987	1473278330879	1473278330999	a	65
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52074994	1473278330983	1473278331087	r	82
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52075000	1473278331079	1473278331207	k	75
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52075007	1473278331207	1473278331311	 	32
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52075039	1473278331322	1473278331543	SHIFT	16
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52075045	1473278331479	1473278331606	T	84
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52075051	1473278331663	1473278331815	a	65
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52075056	1473278331959	1473278332071	y	89
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52075060	1473278332207	1473278332327	l	76
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52075061	1473278332439	1473278332519	o	79
100341	1094854	Confirmed with Mark Taylor.	Confirmed with Mark Taylor.	52075069	1473278332487	1473278332599	r	82
